0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
0, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
3, news
0, news
0, news
0, news
3, news
3, news
3, news
3, news
3, news
0, news
0, news
0, news
0, news
3, news
3, news
3, news
0, news
3, news
0, news
0, news
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
0, editorial
1, editorial
1, editorial
1, editorial
3, editorial
3, editorial
3, editorial
3, editorial
0, editorial
0, editorial
0, editorial
0, editorial
3, editorial
3, editorial
0, editorial
0, editorial
0, editorial
3, editorial
4, editorial
0, editorial
4, editorial
3, reviews
3, reviews
3, reviews
3, reviews
4, reviews
4, reviews
3, reviews
3, reviews
3, reviews
3, reviews
3, reviews
3, reviews
4, reviews
3, reviews
3, reviews
4, reviews
2, reviews
4, religion
4, religion
4, religion
4, religion
4, religion
4, religion
1, religion
4, religion
0, religion
4, religion
4, religion
0, religion
1, religion
4, religion
4, religion
4, religion
3, religion
1, hobbies
1, hobbies
0, hobbies
4, hobbies
3, hobbies
0, hobbies
2, hobbies
2, hobbies
3, hobbies
2, hobbies
3, hobbies
3, hobbies
3, hobbies
1, hobbies
2, hobbies
2, hobbies
2, hobbies
3, hobbies
1, hobbies
2, hobbies
0, hobbies
4, hobbies
4, hobbies
1, hobbies
2, hobbies
3, hobbies
2, hobbies
0, hobbies
0, hobbies
0, hobbies
0, hobbies
0, hobbies
0, hobbies
2, hobbies
0, hobbies
0, hobbies
4, lore
3, lore
4, lore
1, lore
3, lore
1, lore
4, lore
4, lore
3, lore
3, lore
4, lore
4, lore
0, lore
4, lore
4, lore
3, lore
3, lore
3, lore
4, lore
3, lore
2, lore
3, lore
0, lore
3, lore
4, lore
1, lore
1, lore
3, lore
3, lore
3, lore
3, lore
3, lore
0, lore
2, lore
1, lore
1, lore
4, lore
1, lore
4, lore
0, lore
3, lore
4, lore
4, lore
0, lore
0, lore
3, lore
3, lore
0, lore
4, belles_lettres
0, belles_lettres
0, belles_lettres
1, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
4, belles_lettres
4, belles_lettres
0, belles_lettres
4, belles_lettres
4, belles_lettres
4, belles_lettres
1, belles_lettres
4, belles_lettres
4, belles_lettres
3, belles_lettres
4, belles_lettres
4, belles_lettres
0, belles_lettres
4, belles_lettres
0, belles_lettres
4, belles_lettres
4, belles_lettres
4, belles_lettres
4, belles_lettres
3, belles_lettres
4, belles_lettres
4, belles_lettres
2, belles_lettres
3, belles_lettres
3, belles_lettres
4, belles_lettres
3, belles_lettres
0, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
1, belles_lettres
4, belles_lettres
4, belles_lettres
4, belles_lettres
3, belles_lettres
4, belles_lettres
1, belles_lettres
3, belles_lettres
4, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
4, belles_lettres
4, belles_lettres
4, belles_lettres
3, belles_lettres
3, belles_lettres
1, belles_lettres
4, belles_lettres
3, belles_lettres
4, belles_lettres
3, belles_lettres
4, belles_lettres
3, belles_lettres
3, belles_lettres
3, belles_lettres
4, belles_lettres
4, belles_lettres
4, belles_lettres
0, belles_lettres
4, belles_lettres
4, belles_lettres
1, belles_lettres
0, government
0, government
4, government
0, government
0, government
0, government
0, government
3, government
0, government
0, government
2, government
0, government
0, government
0, government
2, government
0, government
0, government
0, government
0, government
0, government
0, government
0, government
2, government
0, government
4, government
3, government
0, government
0, government
0, government
0, government
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
3, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
4, learned
2, learned
2, learned
0, learned
4, learned
4, learned
0, learned
0, learned
4, learned
4, learned
4, learned
4, learned
4, learned
2, learned
4, learned
4, learned
2, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
0, learned
4, learned
0, learned
0, learned
0, learned
4, learned
4, learned
4, learned
4, learned
3, learned
3, learned
4, learned
3, learned
2, learned
0, learned
3, learned
4, learned
4, learned
4, learned
4, learned
4, learned
4, learned
4, learned
2, learned
2, learned
0, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
2, learned
1, fiction
1, fiction
1, fiction
3, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, fiction
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
3, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, mystery
1, science_fiction
4, science_fiction
4, science_fiction
1, science_fiction
4, science_fiction
1, science_fiction
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, adventure
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
3, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
1, romance
3, romance
3, humor
1, humor
3, humor
1, humor
1, humor
1, humor
1, humor
3, humor
3, humor
